image_name,target
ISIC_0052060,1.4096571e-05
ISIC_0052349,9.553968e-05
ISIC_0058510,6.198604e-05
ISIC_0073313,0.00014752014
ISIC_0073502,0.002225756
ISIC_0074618,0.00550588
ISIC_0076801,0.0044868905
ISIC_0077586,0.25452012
ISIC_0082004,0.010293378
ISIC_0082785,0.020462364
ISIC_0085332,2.717635e-06
ISIC_0087243,2.447784e-05
ISIC_0088167,0.008346018
ISIC_0089356,7.5672324e-05
ISIC_0090283,0.002875057
ISIC_0092481,0.00011398105
ISIC_0095455,3.409692e-05
ISIC_0095790,1.1830712e-05
ISIC_0097719,0.23223038
ISIC_0099348,0.0035716237
ISIC_0101040,0.024999551
ISIC_0101383,0.00030562753
ISIC_0105104,0.11709688
ISIC_0108196,4.1779975e-05
ISIC_0112420,0.6125599
ISIC_0114232,1.5859075e-07
ISIC_0115798,0.000589676
ISIC_0116844,1.4144673e-06
ISIC_0126432,0.00079883484
ISIC_0131485,3.2777714e-06
ISIC_0131912,7.687566e-06
ISIC_0131978,6.935622e-06
ISIC_0139322,0.07496539
ISIC_0142066,0.0672647
ISIC_0143109,0.013280394
ISIC_0148210,0.007871756
ISIC_0148937,0.12009061
ISIC_0150213,0.022947332
ISIC_0152553,9.5294145e-06
ISIC_0153127,0.00049591414
ISIC_0154289,0.00011243741
ISIC_0155813,0.103587836
ISIC_0155983,0.2615388
ISIC_0157088,5.3479904e-05
ISIC_0158761,2.9575e-05
ISIC_0161963,0.02686635
ISIC_0165178,0.013520924
ISIC_0165230,0.024617707
ISIC_0165615,4.775449e-05
ISIC_0165617,0.00078898156
ISIC_0165674,2.3883871e-05
ISIC_0165928,0.00048927113
ISIC_0166561,0.00017690734
ISIC_0168125,0.0019873297
ISIC_0169378,0.005152343
ISIC_0169575,0.0019536417
ISIC_0169906,0.008134367
ISIC_0171865,0.00950417
ISIC_0172678,5.470915e-06
ISIC_0174800,0.0025368796
ISIC_0175014,0.0025320475
ISIC_0175798,0.21662559
ISIC_0176152,0.0047081225
ISIC_0177083,9.084397e-06
ISIC_0178235,0.4808283
ISIC_0178258,0.00021835508
ISIC_0178428,0.0016283555
ISIC_0178741,0.0048865713
ISIC_0180057,0.0012919336
ISIC_0182213,0.25236434
ISIC_0183334,0.00037423213
ISIC_0183449,0.13752076
ISIC_0183658,1.7269733e-05
ISIC_0183771,0.0023137433
ISIC_0186715,0.013504602
ISIC_0187786,1.3408657e-05
ISIC_0188485,0.000103589715
ISIC_0191895,0.012607377
ISIC_0192184,0.0007965233
ISIC_0192807,2.4323372e-05
ISIC_0193289,0.0354672
ISIC_0194115,0.00039234187
ISIC_0195744,0.041355602
ISIC_0195995,0.00040239323
ISIC_0196159,0.0060194302
ISIC_0196622,3.394773e-05
ISIC_0196807,0.0046448694
ISIC_0197182,0.016026806
ISIC_0197440,0.25009716
ISIC_0197860,0.0026038503
ISIC_0198376,0.00012003817
ISIC_0198622,0.0005746134
ISIC_0199195,0.00019415816
ISIC_0199718,8.78295e-05
ISIC_0199780,8.3576255e-05
ISIC_0200120,0.07396225
ISIC_0204399,5.8872647e-06
ISIC_0204875,7.85287e-05
ISIC_0205627,0.00020161684
ISIC_0206261,0.00051183853
ISIC_0206934,0.005889768
ISIC_0207197,0.0018167994
ISIC_0208233,0.95774794
ISIC_0209640,0.00010267831
ISIC_0210915,0.0005423692
ISIC_0212435,0.0003836506
ISIC_0212468,4.392117e-05
ISIC_0213848,0.00018460228
ISIC_0216203,0.00021951397
ISIC_0216447,0.19867155
ISIC_0220438,0.038072705
ISIC_0220466,0.026985442
ISIC_0223354,2.4272551e-06
ISIC_0223463,0.0113513535
ISIC_0223760,1.7962648e-05
ISIC_0224309,0.0961426
ISIC_0225471,0.00048975355
ISIC_0225894,0.00017306488
ISIC_0226234,0.0012276643
ISIC_0227767,5.2027477e-05
ISIC_0228452,0.00062461034
ISIC_0229266,0.005830227
ISIC_0230247,0.0005613506
ISIC_0230499,0.018966807
ISIC_0231539,0.0013500719
ISIC_0231788,3.10249e-05
ISIC_0232763,0.0023707561
ISIC_0235107,0.00032247262
ISIC_0235501,0.011818308
ISIC_0235505,0.005038662
ISIC_0235542,0.00039035574
ISIC_0238185,1.5513231e-05
ISIC_0238872,0.003970768
ISIC_0239635,0.00046544574
ISIC_0240839,3.2968303e-05
ISIC_0241566,0.016604451
ISIC_0243686,0.0066228216
ISIC_0243937,0.0002778563
ISIC_0244266,0.010303888
ISIC_0244465,3.1969983e-05
ISIC_0244617,0.0003388441
ISIC_0244885,0.011512009
ISIC_0245273,6.6190005e-05
ISIC_0246008,5.028992e-06
ISIC_0246211,8.439236e-05
ISIC_0248702,0.007099457
ISIC_0251455,0.07006471
ISIC_0251656,0.0013726759
ISIC_0252811,0.002897203
ISIC_0254594,0.00012016101
ISIC_0255112,0.031061318
ISIC_0256267,4.8232516e-07
ISIC_0258149,0.0035711615
ISIC_0258489,0.023076862
ISIC_0258717,8.326676e-05
ISIC_0259209,0.16907695
ISIC_0259237,0.064870805
ISIC_0261866,0.15206893
ISIC_0261904,0.0001514724
ISIC_0261907,1.2027047e-05
ISIC_0262392,0.00023303757
ISIC_0262492,0.0003804436
ISIC_0263920,1.8058691e-06
ISIC_0265011,7.961061e-06
ISIC_0267082,0.00018401939
ISIC_0268025,0.0003539207
ISIC_0268451,0.0015591396
ISIC_0269476,0.00023829723
ISIC_0270022,0.08023377
ISIC_0270367,0.00046137485
ISIC_0271223,0.0004921514
ISIC_0272190,0.020684969
ISIC_0273533,0.0014399044
ISIC_0274458,0.00092376844
ISIC_0274698,0.011240622
ISIC_0274789,0.3146358
ISIC_0276718,0.000116026524
